pipeline,accuracy,balanced_accuracy,precision,recall,specificity,f1_score,cohen_kappa,roc_auc,pr_auc,inference_latency_ms,memory_usage_mb,gpu_utilization_mb,train_time_sec
CSP_LDA,0.3415492957746479,0.3416205566733736,0.2889251997095134,0.3416205566733736,0.7807068414129047,0.268750929635602,0.12258789320644992,0.6486960852977772,0.33296146715073893,0.349712203925764,383.546875,0.0,2.6248557567596436
FBCSP,0.29577464788732394,0.2987508383635144,0.4011160714285714,0.2987508383635144,0.7659697161987975,0.2174194774787052,0.06395741665430699,0.6062821832187503,0.3741045290311112,12.22991103857336,59.84375,0.0,29.12397074699402
Bandpower,0.33098591549295775,0.3317781690140845,0.40434027777777776,0.3317781690140845,0.7771727274834572,0.3025445877522231,0.10868847043277174,0.5701341275550834,0.316370370286283,1.3864930246917295,249.96875,0.0,0.2623789310455322
Riemannian,0.24647887323943662,0.24320226917057902,0.1534876041454989,0.24320226917057902,0.7477742786584907,0.1189862369922793,-0.008981489167427581,0.5087924656155789,0.26659558304502506,1.2428903243911098,440.015625,0.0,0.362699031829834
EEGNet,0.2711267605633803,0.27098563603845294,0.4382183908045977,0.27098563603845294,0.7570034989813093,0.16712229180707747,0.028008333057769286,0.5303124809341695,0.2985500434991758,1.8559828610487388,268.59375,0.0,6.449373960494995
ShallowConvNet,0.4154929577464789,0.41577520679633356,0.42030489069625454,0.41577520679633356,0.805073667775181,0.3580810241238482,0.22051553380400457,0.6858449610202273,0.42323826726284236,4.2717893358687276,148.796875,0.0,3.2783098220825195
DeepConvNet,0.4084507042253521,0.4093533422758775,0.37867855121675154,0.4093533422758775,0.8030496873558993,0.35958191367744174,0.21204914783987316,0.6602082282513366,0.4309769854841844,3.934728427672051,185.0,0.0,15.293368101119995
