,accuracy,balanced_accuracy,precision,recall,specificity,f1_score,cohen_kappa,roc_auc,pr_auc,inference_latency_ms,memory_usage_mb,gpu_utilization_mb,train_time_sec
A09,0.4084507042253521,0.4093533422758775,0.37867855121675154,0.4093533422758775,0.8030496873558993,0.35958191367744174,0.21204914783987316,0.6602082282513366,0.4309769854841844,3.934728427672051,185.0,0.0,15.293368101119995
mean,0.4084507042253521,0.4093533422758775,0.37867855121675154,0.4093533422758775,0.8030496873558993,0.35958191367744174,0.21204914783987316,0.6602082282513366,0.4309769854841844,3.934728427672051,185.0,0.0,15.293368101119995
