,accuracy,balanced_accuracy,precision,recall,specificity,f1_score,cohen_kappa,roc_auc,pr_auc,inference_latency_ms,memory_usage_mb,gpu_utilization_mb,train_time_sec
A09,0.29577464788732394,0.2987508383635144,0.4011160714285714,0.2987508383635144,0.7659697161987975,0.2174194774787052,0.06395741665430699,0.6062821832187503,0.3741045290311112,12.22991103857336,59.84375,0.0,29.12397074699402
mean,0.29577464788732394,0.2987508383635144,0.4011160714285714,0.2987508383635144,0.7659697161987975,0.2174194774787052,0.06395741665430699,0.6062821832187503,0.3741045290311112,12.22991103857336,59.84375,0.0,29.12397074699402
