,accuracy,balanced_accuracy,precision,recall,specificity,f1_score,cohen_kappa,roc_auc,pr_auc,inference_latency_ms,memory_usage_mb,gpu_utilization_mb,train_time_sec
A09,0.4154929577464789,0.41577520679633356,0.42030489069625454,0.41577520679633356,0.805073667775181,0.3580810241238482,0.22051553380400457,0.6858449610202273,0.42323826726284236,4.2717893358687276,148.796875,0.0,3.2783098220825195
mean,0.4154929577464789,0.41577520679633356,0.42030489069625454,0.41577520679633356,0.805073667775181,0.3580810241238482,0.22051553380400457,0.6858449610202273,0.42323826726284236,4.2717893358687276,148.796875,0.0,3.2783098220825195
