,accuracy,balanced_accuracy,precision,recall,specificity,f1_score,cohen_kappa,roc_auc,pr_auc,inference_latency_ms,memory_usage_mb,gpu_utilization_mb,train_time_sec
A09,0.2711267605633803,0.27098563603845294,0.4382183908045977,0.27098563603845294,0.7570034989813093,0.16712229180707747,0.028008333057769286,0.5303124809341695,0.2985500434991758,1.8559828610487388,268.59375,0.0,6.449373960494995
mean,0.2711267605633803,0.27098563603845294,0.4382183908045977,0.27098563603845294,0.7570034989813093,0.16712229180707747,0.028008333057769286,0.5303124809341695,0.2985500434991758,1.8559828610487388,268.59375,0.0,6.449373960494995
